output_path,true_label_name,nearest_wrong_class_name,plain_prompt,suffixed_prompt,source_a_image_path,source_b_image_path,source_a_sample_id,source_b_sample_id,source_a_margin,source_b_margin,Margin Difference,circle_lambda,theta,seed,num_inference_steps,guidance_scale,split_ratio,batch_size,latent_noise_std,image_read_ok,read_error,pred_label_name,pred_label_idx,pred_prob,true_prob,confidence_decision,feature_distance,feature_suspect_threshold,feature_reject_threshold,feature_decision,decision,reject_reasons,suspect_reasons,resolved_output_path
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0010.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0027294.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0024463.jpg,ISIC_0027294,ISIC_0024463,0.0116270780563354,0.1320632100105285,0.120436132,1.998182324498968,1.5609458684921265,42,100,5,0.3,32,0,TRUE,,AKIEC,3,0.9999998807907104,0.9999998807907104,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0010.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0011.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0031119.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032203.jpg,ISIC_0031119,ISIC_0032203,0.1431421637535095,-0.157622457,0.30076462,1.3965511201982383,1.5598516464233398,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0011.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0012.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0030344.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029362.jpg,ISIC_0030344,ISIC_0029362,0.1411114931106567,-0.007203221,0.148314714,2.089187681208927,1.555536150932312,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0012.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0013.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0030591.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0030825.jpg,ISIC_0030591,ISIC_0030825,0.1811317205429077,0.1497039198875427,0.031427801,3.325211546505185,1.5541757345199585,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0013.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0014.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029462.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029860.jpg,ISIC_0029462,ISIC_0029860,0.1659523248672485,0.139904499053955,0.026047826,1.0647804994148429,1.52979576587677,42,100,5,0.3,32,0,TRUE,,AKIEC,3,0.9999998807907104,0.9999998807907104,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0014.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0015.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0030375.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0027294.jpg,ISIC_0030375,ISIC_0027294,0.1022112369537353,0.0116270780563354,0.090584159,1.4836239380328748,1.5748765468597412,42,100,5,0.3,32,0,TRUE,,AKIEC,3,0.9999921321868896,0.9999921321868896,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0015.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0016.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0028763.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029598.jpg,ISIC_0028763,ISIC_0029598,0.1211702227592468,0.1429506540298462,0.021780431,2.9895890777838496,1.5757964849472046,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0016.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0017.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029043.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0025471.jpg,ISIC_0029043,ISIC_0025471,0.0253339409828186,-0.221237779,0.24657172,3.535201855537551,1.5524181127548218,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0017.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0018.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029500.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026132.jpg,ISIC_0029500,ISIC_0026132,0.2070955038070678,-0.0213269,0.228422403,2.9478863125670234,1.5621944665908811,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0018.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0019.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029462.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029210.jpg,ISIC_0029462,ISIC_0029210,0.1659523248672485,0.1033224463462829,0.062629879,0.4805169629796296,1.5436962842941284,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0019.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0020.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0030191.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029043.jpg,ISIC_0030191,ISIC_0029043,0.0600736141204834,0.0253339409828186,0.034739673,3.6037193024675647,1.5689963102340698,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0020.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0021.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0031506.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026927.jpg,ISIC_0031506,ISIC_0026927,-0.021616817,0.0063186883926391,0.027935505,1.3326555375848097,1.579505205154419,42,100,5,0.3,32,0,TRUE,,AKIEC,3,0.9999998807907104,0.9999998807907104,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0021.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0022.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029500.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0030191.jpg,ISIC_0029500,ISIC_0030191,0.2070955038070678,0.0600736141204834,0.14702189,1.7181225552917871,1.5700427293777466,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0022.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0023.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0024517.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029371.jpg,ISIC_0024517,ISIC_0029371,-0.037474215,-0.045683265,0.00820905,2.0869450241049536,1.577172875404358,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0023.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0024.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0025319.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0024517.jpg,ISIC_0025319,ISIC_0024517,0.0815405249595642,-0.037474215,0.11901474,1.0564989731706675,1.5638078451156616,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0024.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0025.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026981.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0031119.jpg,ISIC_0026981,ISIC_0031119,0.0609974265098571,0.1431421637535095,0.082144737,3.837062551788677,1.596644163131714,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0025.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0026.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0030785.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0024925.jpg,ISIC_0030785,ISIC_0024925,0.019788920879364,-0.120426893,0.140215814,2.5298502701751437,1.5585527420043943,42,100,5,0.3,32,0,TRUE,,AKIEC,3,0.9999994039535522,0.9999994039535522,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0026.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0027.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026178.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032356.jpg,ISIC_0026178,ISIC_0032356,0.1864398717880249,0.123156726360321,0.063283145,1.9370750602034057,1.609326958656311,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0027.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0028.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029860.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0025247.jpg,ISIC_0029860,ISIC_0025247,0.139904499053955,-0.029978275,0.169882774,2.061500397682157,1.5567967891693115,42,100,5,0.3,32,0,TRUE,,AKIEC,3,0.9999998807907104,0.9999998807907104,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0028.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0029.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0025319.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029371.jpg,ISIC_0025319,ISIC_0029371,0.0815405249595642,-0.045683265,0.12722379,0.2228365101141652,1.5631828308105469,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0029.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0030.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0030344.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026327.jpg,ISIC_0030344,ISIC_0026327,0.1411114931106567,0.0399073958396911,0.101204097,3.5467090901930285,1.5224019289016724,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0030.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0031.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026100.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0024468.jpg,ISIC_0026100,ISIC_0024468,0.1488124132156372,0.1467359066009521,0.002076507,0.6651571076456814,1.5763895511627195,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0031.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0032.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029567.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0024771.jpg,ISIC_0029567,ISIC_0024771,0.0811739563941955,0.1413256525993347,0.060151696,0.6309752715136758,1.5664762258529663,42,100,5,0.3,32,0,TRUE,,AKIEC,3,0.9999996423721313,0.9999996423721313,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0032.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0033.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029362.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0030591.jpg,ISIC_0029362,ISIC_0030591,-0.007203221,0.1811317205429077,0.188334942,3.0798084869552165,1.5776854753494265,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1,keep,,,,not_used,keep,,,experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0033.png
