source_image,label,label_idx,seed_strategy,strength,guidance_scale,num_inference_steps,aug_idx,generator_seed,output_path,source_confidence,pred,pred_confidence,correct
ISIC_0025800,MEL,0,hard,0.45,5.0,100,3,3057,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025800_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-003.png,0.30607113242149353,AKIEC,0.5255707502365112,0
ISIC_0025800,MEL,0,hard,0.45,5.0,100,4,4057,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025800_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-004.png,0.30607113242149353,AKIEC,0.5255707502365112,0
ISIC_0027030,MEL,0,hard,0.45,5.0,100,0,1035,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0027030_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-000.png,0.7198391556739807,MEL,0.7198391556739807,1
ISIC_0027030,MEL,0,hard,0.45,5.0,100,1,2035,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0027030_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-001.png,0.7198391556739807,MEL,0.7198391556739807,1
ISIC_0027030,MEL,0,hard,0.45,5.0,100,2,3035,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0027030_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-002.png,0.7198391556739807,MEL,0.7198391556739807,1
ISIC_0027030,MEL,0,hard,0.45,5.0,100,3,4035,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0027030_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-003.png,0.7198391556739807,MEL,0.7198391556739807,1
ISIC_0027030,MEL,0,hard,0.45,5.0,100,4,5035,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0027030_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-004.png,0.7198391556739807,MEL,0.7198391556739807,1
ISIC_0025500,MEL,0,hard,0.45,5.0,100,0,743,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025500_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-000.png,0.6639083027839661,MEL,0.6639083027839661,1
ISIC_0025500,MEL,0,hard,0.45,5.0,100,1,1743,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025500_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-001.png,0.6639083027839661,MEL,0.6639083027839661,1
ISIC_0025500,MEL,0,hard,0.45,5.0,100,2,2743,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025500_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-002.png,0.6639083027839661,MEL,0.6639083027839661,1
ISIC_0025500,MEL,0,hard,0.45,5.0,100,3,3743,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025500_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-003.png,0.6639083027839661,MEL,0.6639083027839661,1
ISIC_0025500,MEL,0,hard,0.45,5.0,100,4,4743,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025500_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-004.png,0.6639083027839661,MEL,0.6639083027839661,1
ISIC_0028764,MEL,0,hard,0.45,5.0,100,0,493,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0028764_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-000.png,0.6173131465911865,MEL,0.6173131465911865,1
ISIC_0028764,MEL,0,hard,0.45,5.0,100,1,1493,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0028764_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-001.png,0.6173131465911865,MEL,0.6173131465911865,1
ISIC_0028764,MEL,0,hard,0.45,5.0,100,2,2493,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0028764_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-002.png,0.6173131465911865,MEL,0.6173131465911865,1
ISIC_0028764,MEL,0,hard,0.45,5.0,100,3,3493,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0028764_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-003.png,0.6173131465911865,MEL,0.6173131465911865,1
ISIC_0028764,MEL,0,hard,0.45,5.0,100,4,4493,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0028764_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-004.png,0.6173131465911865,MEL,0.6173131465911865,1
ISIC_0027402,MEL,0,hard,0.45,5.0,100,0,167,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0027402_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-000.png,0.5431325435638428,MEL,0.5431325435638428,1
ISIC_0027402,MEL,0,hard,0.45,5.0,100,1,1167,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0027402_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-001.png,0.5431325435638428,MEL,0.5431325435638428,1
ISIC_0027402,MEL,0,hard,0.45,5.0,100,2,2167,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0027402_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-002.png,0.5431325435638428,MEL,0.5431325435638428,1
ISIC_0027402,MEL,0,hard,0.45,5.0,100,3,3167,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0027402_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-003.png,0.5431325435638428,MEL,0.5431325435638428,1
ISIC_0027402,MEL,0,hard,0.45,5.0,100,4,4167,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0027402_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-004.png,0.5431325435638428,MEL,0.5431325435638428,1
ISIC_0032597,MEL,0,hard,0.45,5.0,100,0,113,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0032597_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-000.png,0.5617138147354126,MEL,0.5617138147354126,1
ISIC_0032597,MEL,0,hard,0.45,5.0,100,1,1113,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0032597_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-001.png,0.5617138147354126,MEL,0.5617138147354126,1
ISIC_0032597,MEL,0,hard,0.45,5.0,100,2,2113,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0032597_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-002.png,0.5617138147354126,MEL,0.5617138147354126,1
ISIC_0032597,MEL,0,hard,0.45,5.0,100,3,3113,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0032597_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-003.png,0.5617138147354126,MEL,0.5617138147354126,1
ISIC_0032597,MEL,0,hard,0.45,5.0,100,4,4113,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0032597_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-004.png,0.5617138147354126,MEL,0.5617138147354126,1
ISIC_0033387,MEL,0,hard,0.45,5.0,100,0,510,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0033387_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-000.png,0.5772899389266968,MEL,0.5772899389266968,1
ISIC_0033387,MEL,0,hard,0.45,5.0,100,1,1510,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0033387_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-001.png,0.5772899389266968,MEL,0.5772899389266968,1
ISIC_0033387,MEL,0,hard,0.45,5.0,100,2,2510,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0033387_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-002.png,0.5772899389266968,MEL,0.5772899389266968,1
ISIC_0033387,MEL,0,hard,0.45,5.0,100,3,3510,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0033387_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-003.png,0.5772899389266968,MEL,0.5772899389266968,1
ISIC_0033387,MEL,0,hard,0.45,5.0,100,4,4510,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0033387_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-004.png,0.5772899389266968,MEL,0.5772899389266968,1
ISIC_0025105,MEL,0,hard,0.45,5.0,100,0,106,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025105_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-000.png,0.5072187781333923,MEL,0.5072187781333923,1
ISIC_0025105,MEL,0,hard,0.45,5.0,100,1,1106,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025105_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-001.png,0.5072187781333923,MEL,0.5072187781333923,1
ISIC_0025105,MEL,0,hard,0.45,5.0,100,2,2106,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025105_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-002.png,0.5072187781333923,MEL,0.5072187781333923,1
ISIC_0025105,MEL,0,hard,0.45,5.0,100,3,3106,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025105_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-003.png,0.5072187781333923,MEL,0.5072187781333923,1
ISIC_0025105,MEL,0,hard,0.45,5.0,100,4,4106,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025105_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-004.png,0.5072187781333923,MEL,0.5072187781333923,1
ISIC_0031779,MEL,0,hard,0.45,5.0,100,0,45,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0031779_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-000.png,0.6751670837402344,MEL,0.6751670837402344,1
ISIC_0031779,MEL,0,hard,0.45,5.0,100,1,1045,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0031779_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-001.png,0.6751670837402344,MEL,0.6751670837402344,1
ISIC_0031779,MEL,0,hard,0.45,5.0,100,2,2045,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0031779_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-002.png,0.6751670837402344,MEL,0.6751670837402344,1
ISIC_0031779,MEL,0,hard,0.45,5.0,100,3,3045,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0031779_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-003.png,0.6751670837402344,MEL,0.6751670837402344,1
ISIC_0031779,MEL,0,hard,0.45,5.0,100,4,4045,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0031779_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-004.png,0.6751670837402344,MEL,0.6751670837402344,1
ISIC_0030192,MEL,0,hard,0.45,5.0,100,0,788,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0030192_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-000.png,0.3518420159816742,NV,0.36310452222824097,0
ISIC_0030192,MEL,0,hard,0.45,5.0,100,1,1788,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0030192_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-001.png,0.3518420159816742,NV,0.36310452222824097,0
ISIC_0030192,MEL,0,hard,0.45,5.0,100,2,2788,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0030192_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-002.png,0.3518420159816742,NV,0.36310452222824097,0
ISIC_0030192,MEL,0,hard,0.45,5.0,100,3,3788,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0030192_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-003.png,0.3518420159816742,NV,0.36310452222824097,0
ISIC_0030192,MEL,0,hard,0.45,5.0,100,4,4788,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0030192_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-004.png,0.3518420159816742,NV,0.36310452222824097,0
ISIC_0025451,MEL,0,hard,0.45,5.0,100,0,158,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025451_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-000.png,0.11130113154649734,NV,0.7951715588569641,0
ISIC_0025451,MEL,0,hard,0.45,5.0,100,1,1158,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025451_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-001.png,0.11130113154649734,NV,0.7951715588569641,0
ISIC_0025451,MEL,0,hard,0.45,5.0,100,2,2158,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025451_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-002.png,0.11130113154649734,NV,0.7951715588569641,0
ISIC_0025451,MEL,0,hard,0.45,5.0,100,3,3158,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025451_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-003.png,0.11130113154649734,NV,0.7951715588569641,0
ISIC_0025451,MEL,0,hard,0.45,5.0,100,4,4158,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0025451_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-004.png,0.11130113154649734,NV,0.7951715588569641,0
ISIC_0030034,MEL,0,hard,0.45,5.0,100,0,945,experiments\260526-0101_res256_sd_lora_uncond_all_seed42\sampling_img2img\hard\MEL\ISIC_0030034_label-MEL_strategy-hard_strength-0.45_gs-5.0_aug-000.png,0.28348883986473083,MEL,0.28348883986473083,1
