output_path,true_label_name,nearest_wrong_class_name,plain_prompt,suffixed_prompt,source_a_image_path,source_b_image_path,source_a_sample_id,source_b_sample_id,source_a_margin,source_b_margin,circle_lambda,theta,seed,num_inference_steps,guidance_scale,split_ratio,batch_size,latent_noise_std
experiments\sd_lora_ici_outputs\BCC\BCC_near_BKL_0002.png,BCC,BKL,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0031140.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0031824.jpg,ISIC_0031140,ISIC_0031824,0.3731644749641418,0.3056082129478454,1.4964775177344707,1.5502086877822876,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_BKL_0003.png,BCC,BKL,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0025417.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0029647.jpg,ISIC_0025417,ISIC_0029647,0.3339219689369201,0.0508068203926086,2.233218744585011,1.5545353889465332,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_BKL_0004.png,BCC,BKL,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0026995.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0027858.jpg,ISIC_0026995,ISIC_0027858,0.2981743216514587,0.0463950634002685,1.7165419234905148,1.573180079460144,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0000.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0032894.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0026902.jpg,ISIC_0032894,ISIC_0026902,0.2532868385314941,0.138123333454132,0.1688516081593255,1.556505560874939,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0001.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0030766.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0029230.jpg,ISIC_0030766,ISIC_0029230,0.2742231488227844,0.273206353187561,1.4603766316357747,1.5688918828964233,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0002.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0026957.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0025731.jpg,ISIC_0026957,ISIC_0025731,0.1905729174613952,0.2576062083244324,3.7055180806116845,1.5821714401245117,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0003.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0025691.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0030010.jpg,ISIC_0025691,ISIC_0030010,0.1062037348747253,0.3066980242729187,3.947848403221535,1.5472958087921143,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0004.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0033054.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0025260.jpg,ISIC_0033054,ISIC_0025260,0.0430532693862915,-0.0100013017654418,0.16383952630033286,1.5299538373947144,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_MEL_0000.png,BCC,MEL,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0033366.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0026282.jpg,ISIC_0033366,ISIC_0026282,0.2930919528007507,0.148465871810913,1.4600522333872423,1.5397953987121582,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_MEL_0001.png,BCC,MEL,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0026117.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0033203.jpg,ISIC_0026117,ISIC_0033203,0.3067283034324646,0.1784663796424865,2.7661862925394622,1.5492634773254395,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_MEL_0002.png,BCC,MEL,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0026056.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0026282.jpg,ISIC_0026056,ISIC_0026282,0.059960663318634,0.148465871810913,2.7142573259313725,1.5438721179962158,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_MEL_0003.png,BCC,MEL,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0026230.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0031236.jpg,ISIC_0026230,ISIC_0031236,0.0642563104629516,0.1963648796081543,1.4400191002954694,1.5431936979293823,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_MEL_0004.png,BCC,MEL,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0032959.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0028084.jpg,ISIC_0032959,ISIC_0028084,0.1673251986503601,0.2261728048324585,2.2520779606273322,1.5620471239089966,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_NV_0000.png,BCC,NV,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0028739.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0024931.jpg,ISIC_0028739,ISIC_0024931,0.2173495292663574,0.2162234187126159,3.5048538534323397,1.568105936050415,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_NV_0001.png,BCC,NV,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0028739.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0025509.jpg,ISIC_0028739,ISIC_0025509,0.2173495292663574,0.3413922786712646,3.973079474704601,1.5400644540786743,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_NV_0002.png,BCC,NV,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0024931.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0028739.jpg,ISIC_0024931,ISIC_0028739,0.2162234187126159,0.2173495292663574,3.003053943063284,1.568105936050415,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_NV_0003.png,BCC,NV,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0028486.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0024931.jpg,ISIC_0028486,ISIC_0024931,0.191889226436615,0.2162234187126159,3.7025513716517904,1.5710101127624512,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_NV_0004.png,BCC,NV,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0025509.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0024931.jpg,ISIC_0025509,ISIC_0024931,0.3413922786712646,0.2162234187126159,0.9518895685355072,1.5626440048217773,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_VASC_0000.png,BCC,VASC,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0029779.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0027819.jpg,ISIC_0029779,ISIC_0027819,0.0260919332504272,0.1435422897338867,0.6529479136098503,1.5637215375900269,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_VASC_0001.png,BCC,VASC,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0030177.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0025467.jpg,ISIC_0030177,ISIC_0025467,0.1348188519477844,0.0807825326919555,3.185708105141377,1.577620506286621,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_VASC_0002.png,BCC,VASC,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0033019.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0032185.jpg,ISIC_0033019,ISIC_0032185,0.3110702037811279,0.3589585423469543,0.7125554305508615,1.561215877532959,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_VASC_0003.png,BCC,VASC,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0027675.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0030778.jpg,ISIC_0027675,ISIC_0030778,0.2032831311225891,0.0413448810577392,1.6502529003598565,1.5697728395462036,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BCC\BCC_near_VASC_0004.png,BCC,VASC,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0024436.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0028671.jpg,ISIC_0024436,ISIC_0028671,0.3368055820465088,0.1014941930770874,0.721688431636182,1.5615551471710205,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BKL\BKL_near_AKIEC_0000.png,BKL,AKIEC,a dermoscopic image of benign keratosis-like lesion,a dermoscopic image of benign keratosis-like lesion,dataset\ISIC2018_Task3_Training_Input\ISIC_0027320.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0027859.jpg,ISIC_0027320,ISIC_0027859,-0.0072276592254638,-0.1782256960868835,3.776466233856355,1.538137674331665,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BKL\BKL_near_AKIEC_0001.png,BKL,AKIEC,a dermoscopic image of benign keratosis-like lesion,a dermoscopic image of benign keratosis-like lesion,dataset\ISIC2018_Task3_Training_Input\ISIC_0030876.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0028611.jpg,ISIC_0030876,ISIC_0028611,-0.0953842401504516,-0.1879311800003051,3.1732847830873627,1.5491453409194946,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BKL\BKL_near_AKIEC_0002.png,BKL,AKIEC,a dermoscopic image of benign keratosis-like lesion,a dermoscopic image of benign keratosis-like lesion,dataset\ISIC2018_Task3_Training_Input\ISIC_0027680.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0024881.jpg,ISIC_0027680,ISIC_0024881,-0.0715201497077941,-0.0627918243408203,1.6598778950638715,1.5584701299667358,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BKL\BKL_near_AKIEC_0003.png,BKL,AKIEC,a dermoscopic image of benign keratosis-like lesion,a dermoscopic image of benign keratosis-like lesion,dataset\ISIC2018_Task3_Training_Input\ISIC_0024312.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0031537.jpg,ISIC_0024312,ISIC_0031537,-0.0857554078102111,-0.1773802638053894,2.734160405299756,1.5394673347473145,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BKL\BKL_near_AKIEC_0004.png,BKL,AKIEC,a dermoscopic image of benign keratosis-like lesion,a dermoscopic image of benign keratosis-like lesion,dataset\ISIC2018_Task3_Training_Input\ISIC_0029802.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0025842.jpg,ISIC_0029802,ISIC_0025842,-0.0966348648071289,-0.0252262949943542,2.9515279015526525,1.5647836923599243,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BKL\BKL_near_BCC_0000.png,BKL,BCC,a dermoscopic image of benign keratosis-like lesion,a dermoscopic image of benign keratosis-like lesion,dataset\ISIC2018_Task3_Training_Input\ISIC_0032481.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0029329.jpg,ISIC_0032481,ISIC_0029329,0.1283231973648071,0.0449085235595703,1.0128841184685555,1.5394463539123535,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BKL\BKL_near_BCC_0001.png,BKL,BCC,a dermoscopic image of benign keratosis-like lesion,a dermoscopic image of benign keratosis-like lesion,dataset\ISIC2018_Task3_Training_Input\ISIC_0029991.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0030812.jpg,ISIC_0029991,ISIC_0030812,-0.0511372685432434,-0.1064664721488952,0.6417503984214676,1.558658242225647,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BKL\BKL_near_BCC_0002.png,BKL,BCC,a dermoscopic image of benign keratosis-like lesion,a dermoscopic image of benign keratosis-like lesion,dataset\ISIC2018_Task3_Training_Input\ISIC_0030396.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0034070.jpg,ISIC_0030396,ISIC_0034070,0.0420156121253967,0.0004796385765075,2.7925940205937367,1.5778379440307617,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\BKL\BKL_near_BCC_0003.png,BKL,BCC,a dermoscopic image of benign keratosis-like lesion,a dermoscopic image of benign keratosis-like lesion,dataset\ISIC2018_Task3_Training_Input\ISIC_0030649.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0032481.jpg,ISIC_0030649,ISIC_0032481,-0.0259525179862976,0.1283231973648071,1.5435487344323051,1.557178258895874,42,100,5.0,0.3,32,0.0
