index,sample_id,image_path,true_label_idx,true_label_name,pred_label_idx,pred_label_name,is_correct,confidence,distance_to_true_center,nearest_wrong_class_idx,nearest_wrong_class_name,distance_to_nearest_wrong_center,distance_margin,distance_to_MEL,distance_to_NV,distance_to_BCC,distance_to_AKIEC,distance_to_BKL,distance_to_DF,distance_to_VASC,rank_global,rank_in_true_class,x,y
15,ISIC_0024321,,1,NV,1,NV,True,0.9627929329872131,1.0179232358932495,5,DF,1.139294147491455,0.12137091159820557,1.182252287864685,1.0179232358932495,1.1959692239761353,1.243625283241272,1.224123477935791,1.139294147491455,1.1842849254608154,4624,3228,-53.551712,33.170715
16,ISIC_0024322,,1,NV,1,NV,True,0.921466588973999,0.8871992230415344,0,MEL,1.0524853467941284,0.165286123752594,1.0524853467941284,0.8871992230415344,1.1281204223632812,1.1975090503692627,1.1274865865707397,1.053154706954956,1.1606895923614502,6144,4168,-58.3144,24.804068
17,ISIC_0024323,,0,MEL,0,MEL,True,0.9242209196090698,0.7090578675270081,1,NV,0.8704280257225037,0.1613701581954956,0.7090578675270081,0.8704280257225037,0.9600664377212524,0.8965513706207275,0.9391796588897705,0.8996806740760803,1.1004865169525146,6007,557,50.244156,-9.278796
18,ISIC_0024324,,4,BKL,4,BKL,True,0.979361355304718,0.6542946696281433,5,DF,0.8446123600006104,0.19031769037246704,0.9463651776313782,1.0445966720581055,0.971665620803833,0.9519721269607544,0.6542946696281433,0.8446123600006104,1.133418321609497,7038,926,75.29098,-13.909812
19,ISIC_0024325,,1,NV,1,NV,True,0.9639095664024353,0.8483607172966003,0,MEL,1.1270270347595215,0.27866631746292114,1.1270270347595215,0.8483607172966003,1.2617592811584473,1.2723182439804077,1.2331457138061523,1.1707258224487305,1.2190536260604858,9612,6597,-54.332596,10.081717
20,ISIC_0024326,,1,NV,1,NV,True,0.9509119987487793,0.8684564828872681,6,VASC,1.1097710132598877,0.24131453037261963,1.1284102201461792,0.8684564828872681,1.219925045967102,1.239331841468811,1.193800687789917,1.1435986757278442,1.1097710132598877,8762,5945,-49.70206,-29.931826
21,ISIC_0024327,,1,NV,1,NV,True,0.9686951041221619,0.9252411127090454,0,MEL,1.0940613746643066,0.16882026195526123,1.0940613746643066,0.9252411127090454,1.2381008863449097,1.2226057052612305,1.160791039466858,1.1064687967300415,1.2155089378356934,6287,4254,-25.396492,18.153667
22,ISIC_0024328,,1,NV,1,NV,True,0.627587616443634,0.780297577381134,0,MEL,0.721459686756134,-0.058837890625,0.721459686756134,0.780297577381134,1.080033540725708,1.0393846035003662,0.9638745784759521,0.9463495016098022,1.1487576961517334,316,176,0.9764066,-8.593011
23,ISIC_0024329,,3,AKIEC,3,AKIEC,True,0.30213814973831177,0.7620274424552917,5,DF,0.7847423553466797,0.02271491289138794,0.8841812610626221,1.0356024503707886,0.8222922682762146,0.7620274424552917,0.8381151556968689,0.7847423553466797,1.1086547374725342,1565,55,57.968403,26.479954
24,ISIC_0024330,,5,DF,5,DF,True,0.3017016351222992,0.7101424932479858,4,BKL,0.8791066408157349,0.16896414756774902,0.9400969743728638,0.9701192378997803,0.8820091485977173,0.912845253944397,0.8791066408157349,0.7101424932479858,0.9711936712265015,6290,113,30.183683,28.41868
25,ISIC_0024331,,2,BCC,2,BCC,True,0.6590062975883484,0.6605391502380371,3,AKIEC,0.6794136166572571,0.01887446641921997,0.9428673386573792,1.1005607843399048,0.6605391502380371,0.6794136166572571,0.8261013627052307,0.8053207397460938,1.0541669130325317,1487,75,48.029877,44.880566
26,ISIC_0024332,,2,BCC,2,BCC,True,0.8532646894454956,0.6239137053489685,3,AKIEC,0.6747405529022217,0.050826847553253174,0.9134920835494995,1.1194603443145752,0.6239137053489685,0.6747405529022217,0.9168114066123962,0.887245237827301,1.0923374891281128,2288,109,46.845108,39.87078
27,ISIC_0024333,,0,MEL,0,MEL,True,0.7986419796943665,0.7399761080741882,1,NV,0.8748995661735535,0.13492345809936523,0.7399761080741882,0.8748995661735535,0.9976876974105835,0.9650499820709229,0.885606586933136,0.9047502279281616,1.0842957496643066,5089,402,34.297703,-2.4116557
28,ISIC_0024334,,1,NV,1,NV,True,0.9526907801628113,0.9240189790725708,0,MEL,1.1866308450698853,0.26261186599731445,1.1866308450698853,0.9240189790725708,1.2926596403121948,1.2979921102523804,1.264716625213623,1.2231111526489258,1.2513036727905273,9343,6397,-65.86688,-10.579563
29,ISIC_0024335,,1,NV,1,NV,True,0.8815948963165283,0.883465051651001,5,DF,0.9783453345298767,0.09488028287887573,1.0151641368865967,0.883465051651001,1.0418367385864258,1.1051793098449707,1.0483546257019043,0.9783453345298767,1.0764394998550415,3680,2615,-51.90847,-38.298676
30,ISIC_0024336,,4,BKL,4,BKL,True,0.9752918481826782,0.566291332244873,5,DF,0.7190860509872437,0.1527947187423706,0.7547986507415771,0.9604383707046509,0.8548460602760315,0.8257932662963867,0.566291332244873,0.7190860509872437,1.1015127897262573,5700,756,70.56824,-9.790118
31,ISIC_0024337,,4,BKL,4,BKL,True,0.9791406393051147,0.780762791633606,5,DF,0.8860881328582764,0.10532534122467041,1.157869577407837,1.1594752073287964,0.9980095624923706,1.075755000114441,0.780762791633606,0.8860881328582764,1.1745338439941406,4043,510,92.40636,-0.30536357
32,ISIC_0024338,,4,BKL,4,BKL,True,0.9678437113761902,0.636027991771698,5,DF,0.7710490226745605,0.13502103090286255,0.9751808047294617,1.0502408742904663,0.9805167317390442,0.8352067470550537,0.636027991771698,0.7710490226745605,1.157645344734192,5092,676,66.0932,3.3708148
33,ISIC_0024339,,1,NV,1,NV,True,0.9816552400588989,0.8127754330635071,0,MEL,1.0504450798034668,0.23766964673995972,1.0504450798034668,0.8127754330635071,1.2143734693527222,1.2371079921722412,1.1979211568832397,1.1301978826522827,1.115557312965393,8669,5874,-57.066902,-32.328182
34,ISIC_0024340,,1,NV,1,NV,True,0.9474131464958191,0.8449756503105164,5,DF,0.9329587817192078,0.0879831314086914,0.954811692237854,0.8449756503105164,1.0788419246673584,1.0938013792037964,0.9405031204223633,0.9329587817192078,0.9986186027526855,3455,2472,-6.467445,13.483018
35,ISIC_0024341,,1,NV,1,NV,True,0.9837837815284729,0.8362997174263,6,VASC,1.1395591497421265,0.3032594323158264,1.1396857500076294,0.8362997174263,1.2708255052566528,1.2716002464294434,1.2196279764175415,1.1545218229293823,1.1395591497421265,9799,6692,-64.52733,-20.814465
36,ISIC_0024342,,1,NV,1,NV,True,0.9440750479698181,0.8999999165534973,5,DF,1.0035269260406494,0.1035270094871521,1.0338884592056274,0.8999999165534973,1.1306136846542358,1.128839373588562,1.1075859069824219,1.0035269260406494,1.152838110923767,3987,2816,-23.958118,45.847664
37,ISIC_0024343,,1,NV,1,NV,True,0.9379268884658813,0.7814528942108154,0,MEL,0.846062421798706,0.06460952758789062,0.846062421798706,0.7814528942108154,1.0824124813079834,1.0870462656021118,1.036178469657898,0.9970014691352844,1.116948127746582,2724,1973,15.070596,-15.861396
38,ISIC_0024344,,1,NV,1,NV,True,0.9885246157646179,0.6220221519470215,5,DF,0.6255641579627991,0.003542006015777588,0.6565479636192322,0.6220221519470215,0.90085768699646,0.8873001933097839,0.738770604133606,0.6255641579627991,0.9670253396034241,1126,779,4.0950303,10.822387
39,ISIC_0024345,,2,BCC,4,BKL,False,0.5855507254600525,0.754356861114502,3,AKIEC,0.7064489126205444,-0.04790794849395752,0.9571932554244995,1.0964518785476685,0.754356861114502,0.7064489126205444,0.7343538403511047,0.753150463104248,1.1401841640472412,399,43,57.40277,29.03732
40,ISIC_0024346,,1,NV,1,NV,True,0.9717662334442139,0.9038734436035156,5,DF,1.1116693019866943,0.2077958583831787,1.1366057395935059,0.9038734436035156,1.186585545539856,1.2141587734222412,1.2168854475021362,1.1116693019866943,1.1773055791854858,7656,5142,-81.53471,-4.508995
41,ISIC_0024347,,1,NV,1,NV,True,0.9341291785240173,0.9517029523849487,0,MEL,1.1104854345321655,0.1587824821472168,1.1104854345321655,0.9517029523849487,1.2459536790847778,1.269779086112976,1.2330127954483032,1.2031153440475464,1.1427743434906006,5898,4025,-43.78918,-20.607344
42,ISIC_0024348,,1,NV,1,NV,True,0.9098499417304993,0.7821239233016968,5,DF,0.9034831523895264,0.12135922908782959,0.9315967559814453,0.7821239233016968,1.1114166975021362,1.0832024812698364,0.9363362193107605,0.9034831523895264,1.1441172361373901,4623,3227,-36.061134,23.982473
43,ISIC_0024349,,1,NV,1,NV,True,0.8680936098098755,0.8409243822097778,0,MEL,0.845756471157074,0.004832088947296143,0.845756471157074,0.8409243822097778,1.123268961906433,1.1623512506484985,1.0718806982040405,1.0507797002792358,1.1165361404418945,1155,803,-12.08653,-9.283545
44,ISIC_0024350,,1,NV,1,NV,True,0.9849338531494141,0.7855110168457031,5,DF,1.063928484916687,0.2784174680709839,1.1051634550094604,0.7855110168457031,1.2055552005767822,1.232830286026001,1.1715651750564575,1.063928484916687,1.0888962745666504,9609,6595,-52.814503,38.30431
45,ISIC_0024351,,0,MEL,0,MEL,True,0.9637607336044312,0.6813905239105225,1,NV,0.8907248973846436,0.2093343734741211,0.6813905239105225,0.8907248973846436,0.9208950996398926,0.9284294247627258,0.926594614982605,0.910713791847229,1.140755534172058,7701,842,52.62702,2.34368
46,ISIC_0024352,,1,NV,1,NV,True,0.7778921127319336,0.8869121670722961,0,MEL,0.8869158029556274,3.635883331298828e-06,0.8869158029556274,0.8869121670722961,1.1017378568649292,1.1154160499572754,1.030432939529419,1.001649022102356,1.081146478652954,1050,723,16.791704,-33.504967
47,ISIC_0024353,,1,NV,1,NV,True,0.9073628783226013,0.9206489324569702,0,MEL,1.1047780513763428,0.18412911891937256,1.1047780513763428,0.9206489324569702,1.2387832403182983,1.2531445026397705,1.2343521118164062,1.1767817735671997,1.1946592330932617,6830,4604,-58.64048,-14.006396
48,ISIC_0024354,,1,NV,1,NV,True,0.9062333703041077,0.9520794749259949,6,VASC,1.049155354499817,0.09707587957382202,1.2150969505310059,0.9520794749259949,1.1883504390716553,1.2554523944854736,1.2053632736206055,1.1212477684020996,1.049155354499817,3759,2664,-88.18607,-3.9101927
49,ISIC_0024355,,1,NV,1,NV,True,0.9948417544364929,0.657976508140564,0,MEL,0.7922863960266113,0.13430988788604736,0.7922863960266113,0.657976508140564,0.9861621856689453,1.038902997970581,0.9564024806022644,0.8525592088699341,0.9186558723449707,5065,3507,6.0145416,-33.118477
50,ISIC_0024356,,1,NV,1,NV,True,0.8024517893791199,0.8935592174530029,5,DF,0.9187989830970764,0.025239765644073486,0.9354719519615173,0.8935592174530029,1.0842623710632324,1.077852487564087,0.9345918893814087,0.9187989830970764,1.0902799367904663,1622,1157,2.4175189,-20.471104
51,ISIC_0024357,,1,NV,1,NV,True,0.8648096919059753,0.8049928545951843,5,DF,0.7922312617301941,-0.012761592864990234,0.8153848648071289,0.8049928545951843,0.9720803499221802,0.9569212198257446,0.8486900329589844,0.7922312617301941,1.117384672164917,825,548,-16.251371,14.859645
52,ISIC_0024358,,4,BKL,4,BKL,True,0.7165718078613281,0.8373695015907288,3,AKIEC,0.8439260125160217,0.006556510925292969,0.9252022504806519,1.0437110662460327,0.9551121592521667,0.8439260125160217,0.8373695015907288,0.9143568873405457,1.173793911933899,1196,134,70.60012,13.937276
53,ISIC_0024359,,1,NV,1,NV,True,0.9709532856941223,0.7987139821052551,0,MEL,1.0270020961761475,0.22828811407089233,1.0270020961761475,0.7987139821052551,1.1970690488815308,1.1840180158615112,1.1544647216796875,1.0710023641586304,1.1540985107421875,8371,5645,-45.51256,10.536842
54,ISIC_0024360,,2,BCC,2,BCC,True,0.9257697463035583,0.6132634878158569,5,DF,0.7997024059295654,0.1864389181137085,0.8453257083892822,0.9731091260910034,0.6132634878158569,0.8589181303977966,0.868600606918335,0.7997024059295654,1.03766667842865,6909,284,33.27184,40.918255
55,ISIC_0024361,,1,NV,1,NV,True,0.9166555404663086,0.8222541809082031,0,MEL,0.8681961297988892,0.045941948890686035,0.8681961297988892,0.8222541809082031,1.118944764137268,1.1355648040771484,1.0347926616668701,0.9986256957054138,1.1007949113845825,2149,1554,-4.5320582,-8.2873335
56,ISIC_0024362,,1,NV,1,NV,True,0.9831252694129944,0.860206663608551,0,MEL,1.1385046243667603,0.27829796075820923,1.1385046243667603,0.860206663608551,1.2679400444030762,1.2848234176635742,1.240970492362976,1.1851588487625122,1.2240968942642212,9606,6593,-52.78882,0.39184102
57,ISIC_0024363,,1,NV,1,NV,True,0.972745954990387,0.8913285732269287,0,MEL,1.0152008533477783,0.12387228012084961,1.0152008533477783,0.8913285732269287,1.1403346061706543,1.2137506008148193,1.0474133491516113,1.0690569877624512,1.0732524394989014,4715,3285,-7.240976,-36.210476
58,ISIC_0024364,,1,NV,1,NV,True,0.9633502960205078,0.7789580821990967,0,MEL,0.90223228931427,0.12327420711517334,0.90223228931427,0.7789580821990967,1.0730758905410767,1.0931707620620728,1.0340111255645752,0.9492434859275818,0.9955229759216309,4690,3271,-28.61558,-13.691147
59,ISIC_0024365,,1,NV,1,NV,True,0.9508184194564819,0.8938289284706116,0,MEL,1.0848095417022705,0.19098061323165894,1.0848095417022705,0.8938289284706116,1.2029820680618286,1.226330041885376,1.1484676599502563,1.0981218814849854,1.1914469003677368,7060,4753,-47.79723,25.991201
60,ISIC_0024366,,1,NV,1,NV,True,0.9562790393829346,0.8715600967407227,0,MEL,1.034452199935913,0.16289210319519043,1.034452199935913,0.8715600967407227,1.1769843101501465,1.1849159002304077,1.1412737369537354,1.0585134029388428,1.0734201669692993,6067,4124,-36.471146,-41.43882
61,ISIC_0024367,,0,MEL,0,MEL,True,0.904925525188446,0.6087867021560669,4,BKL,0.818827211856842,0.21004050970077515,0.6087867021560669,0.8369722962379456,0.993547797203064,0.8920843005180359,0.818827211856842,0.8321506381034851,1.1139260530471802,7729,847,49.028717,-0.4849533
62,ISIC_0024368,,1,NV,1,NV,True,0.9400531053543091,1.0112438201904297,5,DF,1.1816892623901367,0.17044544219970703,1.1893011331558228,1.0112438201904297,1.2605820894241333,1.2774181365966797,1.2407678365707397,1.1816892623901367,1.2203443050384521,6341,4292,-28.795534,52.35911
63,ISIC_0024369,,1,NV,1,NV,True,0.9703119993209839,0.7889364361763,0,MEL,0.8319830894470215,0.043046653270721436,0.8319830894470215,0.7889364361763,0.9977249503135681,1.0637387037277222,1.019987940788269,0.9306818842887878,1.115535855293274,2071,1499,-21.912495,38.298534
64,ISIC_0024370,,6,VASC,6,VASC,True,0.9710936546325684,0.6083143949508667,1,NV,1.0812625885009766,0.47294819355010986,1.1694852113723755,1.0812625885009766,1.1634676456451416,1.222707748413086,1.207013487815857,1.1341501474380493,0.6083143949508667,9998,125,8.490599,56.753304
65,ISIC_0024371,,4,BKL,4,BKL,True,0.797522246837616,0.8226144313812256,5,DF,0.8846367597579956,0.06202232837677002,0.9156519174575806,0.9608088731765747,1.0662344694137573,0.959893524646759,0.8226144313812256,0.8846367597579956,1.1673768758773804,2644,295,65.51176,-2.8546708
66,ISIC_0024372,,3,AKIEC,3,AKIEC,True,0.6623538732528687,0.6288327574729919,0,MEL,0.7589648365974426,0.13013207912445068,0.7589648365974426,0.9688491225242615,0.8761543035507202,0.6288327574729919,0.9065256118774414,0.7941669821739197,1.107417106628418,4927,141,53.845055,21.01953
67,ISIC_0024373,,1,NV,1,NV,True,0.9299838542938232,0.9216465353965759,0,MEL,1.1672148704528809,0.24556833505630493,1.1672148704528809,0.9216465353965759,1.2276307344436646,1.2663490772247314,1.2220804691314697,1.1702204942703247,1.167358636856079,8886,6030,-64.96077,-14.140566
68,ISIC_0024374,,1,NV,1,NV,True,0.9733988046646118,0.7315893173217773,5,DF,0.7883711457252502,0.0567818284034729,0.8351224064826965,0.7315893173217773,1.0240188837051392,0.9838148951530457,0.8129340410232544,0.7883711457252502,1.0690455436706543,2454,1777,-2.6033335,9.680957
69,ISIC_0024375,,6,VASC,6,VASC,True,0.6103065013885498,0.7169513702392578,5,DF,1.0019384622573853,0.28498709201812744,1.1538816690444946,1.0220838785171509,1.0336015224456787,1.1612001657485962,1.100609540939331,1.0019384622573853,0.7169513702392578,9684,57,11.977948,58.10991
70,ISIC_0024376,,1,NV,1,NV,True,0.9331306219100952,0.8133536577224731,5,DF,0.9105921983718872,0.09723854064941406,0.9501338601112366,0.8133536577224731,1.0754647254943848,1.0979918241500854,0.9977605938911438,0.9105921983718872,1.0914971828460693,3766,2668,-34.32412,2.8609319
71,ISIC_0024377,,1,NV,1,NV,True,0.9863913059234619,0.65785813331604,0,MEL,0.6911059617996216,0.03324782848358154,0.6911059617996216,0.65785813331604,0.9772878885269165,1.0092679262161255,0.8986011147499084,0.8376485705375671,1.0118085145950317,1805,1299,15.114301,-13.78545
72,ISIC_0024378,,1,NV,1,NV,True,0.8916121125221252,0.9035332798957825,6,VASC,0.9155567288398743,0.012023448944091797,1.018364667892456,0.9035332798957825,1.0304286479949951,1.1427971124649048,0.983153760433197,0.9655537009239197,0.9155567288398743,1319,922,10.845305,-52.385742
73,ISIC_0024379,,1,NV,1,NV,True,0.9481671452522278,0.951223611831665,5,DF,1.0514777898788452,0.10025417804718018,1.1028791666030884,0.951223611831665,1.1557222604751587,1.1935373544692993,1.117094874382019,1.0514777898788452,1.1445878744125366,3882,2746,-4.830495,-20.151411
74,ISIC_0024380,,1,NV,1,NV,True,0.9828265905380249,0.812184751033783,0,MEL,0.9575369954109192,0.14535224437713623,0.9575369954109192,0.812184751033783,1.0927670001983643,1.106956124305725,1.0129274129867554,0.9732975959777832,1.0471171140670776,5449,3749,-0.8665491,-61.02483
75,ISIC_0024381,,4,BKL,4,BKL,True,0.9995936751365662,0.474045991897583,5,DF,0.7663513422012329,0.2923053503036499,0.8455246090888977,1.059187650680542,0.9032220244407654,0.7683220505714417,0.474045991897583,0.7663513422012329,1.1013031005859375,9742,1094,73.44296,-0.357026
76,ISIC_0024382,,4,BKL,4,BKL,True,0.940366268157959,0.6945668458938599,5,DF,0.8062479496002197,0.11168110370635986,0.922701358795166,1.021901249885559,0.9894536733627319,0.8081210851669312,0.6945668458938599,0.8062479496002197,1.1138705015182495,4297,554,69.148926,6.290251
77,ISIC_0024383,,4,BKL,4,BKL,True,0.9952086806297302,0.6564154028892517,5,DF,0.7859016060829163,0.12948620319366455,0.9838088154792786,1.0234318971633911,0.9556834101676941,0.8702465295791626,0.6564154028892517,0.7859016060829163,1.0010701417922974,4912,651,92.02335,-7.7318773
78,ISIC_0024384,,1,NV,1,NV,True,0.9506064057350159,0.9382200241088867,0,MEL,1.134081482887268,0.19586145877838135,1.134081482887268,0.9382200241088867,1.2316474914550781,1.2411513328552246,1.2151117324829102,1.1459599733352661,1.2116106748580933,7224,4860,-35.014927,49.381092
79,ISIC_0024385,,1,NV,1,NV,True,0.8762592673301697,0.8793111443519592,0,MEL,1.0530370473861694,0.1737259030342102,1.0530370473861694,0.8793111443519592,1.0745521783828735,1.1507686376571655,1.1409940719604492,1.0838172435760498,1.1465396881103516,6456,4363,-74.20084,-6.9078455
80,ISIC_0024386,,5,DF,5,DF,True,0.24424611032009125,0.912070631980896,4,BKL,1.0453166961669922,0.1332460641860962,1.1250426769256592,1.0895689725875854,1.1340378522872925,1.1246744394302368,1.0453166961669922,0.912070631980896,1.1155414581298828,5032,103,46.60965,26.814503
81,ISIC_0024387,,1,NV,1,NV,True,0.9594018459320068,0.8280975818634033,0,MEL,0.9715244174003601,0.1434268355369568,0.9715244174003601,0.8280975818634033,1.1189106702804565,1.1170985698699951,1.026027798652649,0.973063588142395,1.0312516689300537,5382,3698,0.74391496,-27.777706
82,ISIC_0024388,,1,NV,1,NV,True,0.943665087223053,0.9409606456756592,0,MEL,1.1570450067520142,0.21608436107635498,1.1570450067520142,0.9409606456756592,1.2722907066345215,1.2777243852615356,1.2443369626998901,1.1842982769012451,1.2022830247879028,7965,5349,-63.00758,20.60898
83,ISIC_0024389,,1,NV,1,NV,True,0.9823494553565979,0.8688244819641113,6,VASC,1.0359236001968384,0.16709911823272705,1.1257619857788086,0.8688244819641113,1.1517980098724365,1.2123514413833618,1.1781286001205444,1.0716066360473633,1.0359236001968384,6203,4203,-60.553635,-37.043858
84,ISIC_0024390,,1,NV,1,NV,True,0.9274406433105469,0.8227806091308594,0,MEL,1.00521719455719,0.18243658542633057,1.00521719455719,0.8227806091308594,1.170245885848999,1.1430083513259888,1.0893372297286987,1.0387933254241943,1.1675537824630737,6763,4559,-42.720993,30.993473
85,ISIC_0024391,,1,NV,1,NV,True,0.9452719688415527,0.9448226690292358,5,DF,1.1512370109558105,0.2064143419265747,1.1930582523345947,0.9448226690292358,1.1973167657852173,1.2578723430633545,1.2343655824661255,1.1512370109558105,1.160355806350708,7609,5117,-73.320015,11.584046
86,ISIC_0024392,,1,NV,1,NV,True,0.9589546322822571,0.7986380457878113,0,MEL,1.0546138286590576,0.25597578287124634,1.0546138286590576,0.7986380457878113,1.231425404548645,1.2517679929733276,1.2068289518356323,1.1469758749008179,1.1686320304870605,9187,6276,-47.00971,-8.047803
87,ISIC_0024393,,1,NV,1,NV,True,0.8416456580162048,0.9319143891334534,0,MEL,1.11436128616333,0.1824468970298767,1.11436128616333,0.9319143891334534,1.156316876411438,1.1898452043533325,1.1853574514389038,1.1149431467056274,1.177272081375122,6764,4560,-60.85424,-33.783077
88,ISIC_0024394,,1,NV,1,NV,True,0.9467253088951111,0.7273995280265808,0,MEL,0.7448002099990845,0.017400681972503662,0.7448002099990845,0.7273995280265808,1.0599466562271118,1.082040786743164,1.0306960344314575,0.9726054668426514,1.1124411821365356,1454,1025,-2.4894798,-8.009957
89,ISIC_0024395,,1,NV,1,NV,True,0.9702180624008179,0.8987674117088318,5,DF,1.1053462028503418,0.20657879114151,1.157238483428955,0.8987674117088318,1.2145380973815918,1.2342464923858643,1.1851986646652222,1.1053462028503418,1.1209813356399536,7613,5119,-84.92366,-1.8420459
90,ISIC_0024396,,5,DF,4,BKL,False,0.3008217513561249,0.8467052578926086,4,BKL,0.9841388463973999,0.13743358850479126,1.050471305847168,1.0910152196884155,1.0573909282684326,1.0412942171096802,0.9841388463973999,0.8467052578926086,1.1293504238128662,5160,107,48.45386,26.890978
91,ISIC_0024397,,1,NV,1,NV,True,0.9380263090133667,0.9557188153266907,0,MEL,1.0583423376083374,0.10262352228164673,1.0583423376083374,0.9557188153266907,1.15310537815094,1.1519173383712769,1.1561204195022583,1.0877193212509155,1.1848454475402832,3955,2795,-27.394608,53.844593
92,ISIC_0024398,,1,NV,1,NV,True,0.9397489428520203,0.8736430406570435,0,MEL,1.0860939025878906,0.21245086193084717,1.0860939025878906,0.8736430406570435,1.1616538763046265,1.2015295028686523,1.1882226467132568,1.0954444408416748,1.0889660120010376,7812,5249,-59.53521,-35.48035
93,ISIC_0024399,,1,NV,1,NV,True,0.9565709829330444,0.8281195759773254,0,MEL,1.039805293083191,0.21168571710586548,1.039805293083191,0.8281195759773254,1.2202540636062622,1.2254067659378052,1.196386456489563,1.1443846225738525,1.1992526054382324,7780,5228,-55.382015,4.1359324
