source_image,label,label_idx,seed_strategy,strength,guidance_scale,num_inference_steps,aug_idx,generator_seed,output_path,source_confidence
ISIC_0028465,MEL,0,random,0.45,5.0,250,4,4416,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0028465_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0033603,MEL,0,random,0.45,5.0,250,0,625,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033603_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0033603,MEL,0,random,0.45,5.0,250,1,1625,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033603_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0033603,MEL,0,random,0.45,5.0,250,2,2625,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033603_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0033603,MEL,0,random,0.45,5.0,250,3,3625,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033603_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0033603,MEL,0,random,0.45,5.0,250,4,4625,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033603_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0032915,MEL,0,random,0.45,5.0,250,0,422,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0032915_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0032915,MEL,0,random,0.45,5.0,250,1,1422,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0032915_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0032915,MEL,0,random,0.45,5.0,250,2,2422,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0032915_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0032915,MEL,0,random,0.45,5.0,250,3,3422,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0032915_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0032915,MEL,0,random,0.45,5.0,250,4,4422,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0032915_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0033533,MEL,0,random,0.45,5.0,250,0,249,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033533_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0033533,MEL,0,random,0.45,5.0,250,1,1249,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033533_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0033533,MEL,0,random,0.45,5.0,250,2,2249,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033533_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0033533,MEL,0,random,0.45,5.0,250,3,3249,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033533_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0033533,MEL,0,random,0.45,5.0,250,4,4249,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033533_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0033387,MEL,0,random,0.45,5.0,250,0,446,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033387_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0033387,MEL,0,random,0.45,5.0,250,1,1446,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033387_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0033387,MEL,0,random,0.45,5.0,250,2,2446,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033387_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0033387,MEL,0,random,0.45,5.0,250,3,3446,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033387_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0033387,MEL,0,random,0.45,5.0,250,4,4446,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033387_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0031186,MEL,0,random,0.45,5.0,250,0,314,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0031186_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0031186,MEL,0,random,0.45,5.0,250,1,1314,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0031186_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0031186,MEL,0,random,0.45,5.0,250,2,2314,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0031186_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0031186,MEL,0,random,0.45,5.0,250,3,3314,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0031186_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0031186,MEL,0,random,0.45,5.0,250,4,4314,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0031186_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0028898,MEL,0,random,0.45,5.0,250,0,640,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0028898_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0028898,MEL,0,random,0.45,5.0,250,1,1640,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0028898_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0028898,MEL,0,random,0.45,5.0,250,2,2640,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0028898_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0028898,MEL,0,random,0.45,5.0,250,3,3640,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0028898_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0028898,MEL,0,random,0.45,5.0,250,4,4640,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0028898_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0032592,MEL,0,random,0.45,5.0,250,0,420,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0032592_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0032592,MEL,0,random,0.45,5.0,250,1,1420,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0032592_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0032592,MEL,0,random,0.45,5.0,250,2,2420,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0032592_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0032592,MEL,0,random,0.45,5.0,250,3,3420,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0032592_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0032592,MEL,0,random,0.45,5.0,250,4,4420,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0032592_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0032988,MEL,0,random,0.45,5.0,250,0,154,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0032988_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0032988,MEL,0,random,0.45,5.0,250,1,1154,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0032988_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0032988,MEL,0,random,0.45,5.0,250,2,2154,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0032988_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0032988,MEL,0,random,0.45,5.0,250,3,3154,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0032988_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0032988,MEL,0,random,0.45,5.0,250,4,4154,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0032988_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0024864,MEL,0,random,0.45,5.0,250,0,140,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0024864_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0024864,MEL,0,random,0.45,5.0,250,1,1140,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0024864_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0024864,MEL,0,random,0.45,5.0,250,2,2140,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0024864_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0024864,MEL,0,random,0.45,5.0,250,3,3140,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0024864_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0024864,MEL,0,random,0.45,5.0,250,4,4140,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0024864_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0033559,MEL,0,random,0.45,5.0,250,0,737,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033559_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0033559,MEL,0,random,0.45,5.0,250,1,1737,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033559_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0033559,MEL,0,random,0.45,5.0,250,2,2737,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033559_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0033559,MEL,0,random,0.45,5.0,250,3,3737,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033559_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0033559,MEL,0,random,0.45,5.0,250,4,4737,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0033559_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0024647,MEL,0,random,0.45,5.0,250,0,891,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0024647_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0024647,MEL,0,random,0.45,5.0,250,1,1891,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0024647_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0024647,MEL,0,random,0.45,5.0,250,2,2891,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0024647_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0024647,MEL,0,random,0.45,5.0,250,3,3891,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0024647_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0024647,MEL,0,random,0.45,5.0,250,4,4891,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0024647_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0025313,MEL,0,random,0.45,5.0,250,0,738,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0025313_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0025313,MEL,0,random,0.45,5.0,250,1,1738,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0025313_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0025313,MEL,0,random,0.45,5.0,250,2,2738,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0025313_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0025313,MEL,0,random,0.45,5.0,250,3,3738,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0025313_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0025313,MEL,0,random,0.45,5.0,250,4,4738,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0025313_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0028306,MEL,0,random,0.45,5.0,250,0,126,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0028306_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0028306,MEL,0,random,0.45,5.0,250,1,1126,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0028306_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0028306,MEL,0,random,0.45,5.0,250,2,2126,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0028306_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0028306,MEL,0,random,0.45,5.0,250,3,3126,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0028306_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0028306,MEL,0,random,0.45,5.0,250,4,4126,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0028306_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0025277,MEL,0,random,0.45,5.0,250,0,578,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0025277_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0025277,MEL,0,random,0.45,5.0,250,1,1578,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0025277_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0025277,MEL,0,random,0.45,5.0,250,2,2578,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0025277_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0025277,MEL,0,random,0.45,5.0,250,3,3578,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0025277_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0025277,MEL,0,random,0.45,5.0,250,4,4578,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0025277_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0034006,MEL,0,random,0.45,5.0,250,0,604,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0034006_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0034006,MEL,0,random,0.45,5.0,250,1,1604,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0034006_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0034006,MEL,0,random,0.45,5.0,250,2,2604,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0034006_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0034006,MEL,0,random,0.45,5.0,250,3,3604,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0034006_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0034006,MEL,0,random,0.45,5.0,250,4,4604,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\MEL\ISIC_0034006_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0027482,NV,1,random,0.45,5.0,250,0,100584,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0027482_label-NV_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0027482,NV,1,random,0.45,5.0,250,1,101584,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0027482_label-NV_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0027482,NV,1,random,0.45,5.0,250,2,102584,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0027482_label-NV_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0027482,NV,1,random,0.45,5.0,250,3,103584,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0027482_label-NV_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0027482,NV,1,random,0.45,5.0,250,4,104584,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0027482_label-NV_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0029619,NV,1,random,0.45,5.0,250,0,100412,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0029619_label-NV_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0029619,NV,1,random,0.45,5.0,250,1,101412,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0029619_label-NV_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0029619,NV,1,random,0.45,5.0,250,2,102412,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0029619_label-NV_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0029619,NV,1,random,0.45,5.0,250,3,103412,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0029619_label-NV_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0029619,NV,1,random,0.45,5.0,250,4,104412,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0029619_label-NV_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0034108,NV,1,random,0.45,5.0,250,0,100696,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0034108_label-NV_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0034108,NV,1,random,0.45,5.0,250,1,101696,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0034108_label-NV_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0034108,NV,1,random,0.45,5.0,250,2,102696,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0034108_label-NV_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0034108,NV,1,random,0.45,5.0,250,3,103696,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0034108_label-NV_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0034108,NV,1,random,0.45,5.0,250,4,104696,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0034108_label-NV_strategy-random_strength-0.45_gs-5.0_aug-004.png,
ISIC_0031071,NV,1,random,0.45,5.0,250,0,100104,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0031071_label-NV_strategy-random_strength-0.45_gs-5.0_aug-000.png,
ISIC_0031071,NV,1,random,0.45,5.0,250,1,101104,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0031071_label-NV_strategy-random_strength-0.45_gs-5.0_aug-001.png,
ISIC_0031071,NV,1,random,0.45,5.0,250,2,102104,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0031071_label-NV_strategy-random_strength-0.45_gs-5.0_aug-002.png,
ISIC_0031071,NV,1,random,0.45,5.0,250,3,103104,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0031071_label-NV_strategy-random_strength-0.45_gs-5.0_aug-003.png,
ISIC_0031071,NV,1,random,0.45,5.0,250,4,104104,experiments/260521-2002_res256_sd_lora_uncond_all_seed42/img2img_random\random\NV\ISIC_0031071_label-NV_strategy-random_strength-0.45_gs-5.0_aug-004.png,
