source_image,label,label_idx,seed_strategy,strength,guidance_scale,num_inference_steps,aug_idx,generator_seed,output_path,source_confidence,pred,pred_confidence,correct
ISIC_0032988,MEL,0,random,0.45,5.0,100,3,3173,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0032988_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,,,,
ISIC_0032988,MEL,0,random,0.45,5.0,100,4,4173,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0032988_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,,,,
ISIC_0024864,MEL,0,random,0.45,5.0,100,0,787,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0024864_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,,,,
ISIC_0024864,MEL,0,random,0.45,5.0,100,1,1787,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0024864_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,,,,
ISIC_0024864,MEL,0,random,0.45,5.0,100,2,2787,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0024864_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,,,,
ISIC_0024864,MEL,0,random,0.45,5.0,100,3,3787,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0024864_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,,,,
ISIC_0024864,MEL,0,random,0.45,5.0,100,4,4787,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0024864_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,,,,
ISIC_0033559,MEL,0,random,0.45,5.0,100,0,585,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0033559_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,,,,
ISIC_0033559,MEL,0,random,0.45,5.0,100,1,1585,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0033559_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,,,,
ISIC_0033559,MEL,0,random,0.45,5.0,100,2,2585,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0033559_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,,,,
ISIC_0033559,MEL,0,random,0.45,5.0,100,3,3585,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0033559_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,,,,
ISIC_0033559,MEL,0,random,0.45,5.0,100,4,4585,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0033559_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,,,,
ISIC_0024647,MEL,0,random,0.45,5.0,100,0,277,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0024647_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,,,,
ISIC_0024647,MEL,0,random,0.45,5.0,100,1,1277,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0024647_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,,,,
ISIC_0024647,MEL,0,random,0.45,5.0,100,2,2277,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0024647_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,,,,
ISIC_0024647,MEL,0,random,0.45,5.0,100,3,3277,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0024647_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,,,,
ISIC_0024647,MEL,0,random,0.45,5.0,100,4,4277,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0024647_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,,,,
ISIC_0025313,MEL,0,random,0.45,5.0,100,0,291,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0025313_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,,,,
ISIC_0025313,MEL,0,random,0.45,5.0,100,1,1291,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0025313_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,,,,
ISIC_0025313,MEL,0,random,0.45,5.0,100,2,2291,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0025313_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,,,,
ISIC_0025313,MEL,0,random,0.45,5.0,100,3,3291,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0025313_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,,,,
ISIC_0025313,MEL,0,random,0.45,5.0,100,4,4291,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0025313_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,,,,
ISIC_0028306,MEL,0,random,0.45,5.0,100,0,101,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0028306_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,,,,
ISIC_0028306,MEL,0,random,0.45,5.0,100,1,1101,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0028306_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,,,,
ISIC_0028306,MEL,0,random,0.45,5.0,100,2,2101,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0028306_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,,,,
ISIC_0028306,MEL,0,random,0.45,5.0,100,3,3101,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0028306_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,,,,
ISIC_0028306,MEL,0,random,0.45,5.0,100,4,4101,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0028306_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,,,,
ISIC_0025277,MEL,0,random,0.45,5.0,100,0,247,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0025277_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,,,,
ISIC_0025277,MEL,0,random,0.45,5.0,100,1,1247,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0025277_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,,,,
ISIC_0025277,MEL,0,random,0.45,5.0,100,2,2247,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0025277_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,,,,
ISIC_0025277,MEL,0,random,0.45,5.0,100,3,3247,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0025277_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,,,,
ISIC_0025277,MEL,0,random,0.45,5.0,100,4,4247,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0025277_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,,,,
ISIC_0034006,MEL,0,random,0.45,5.0,100,0,837,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0034006_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-000.png,,,,
ISIC_0034006,MEL,0,random,0.45,5.0,100,1,1837,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0034006_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-001.png,,,,
ISIC_0034006,MEL,0,random,0.45,5.0,100,2,2837,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0034006_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-002.png,,,,
ISIC_0034006,MEL,0,random,0.45,5.0,100,3,3837,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0034006_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-003.png,,,,
ISIC_0034006,MEL,0,random,0.45,5.0,100,4,4837,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\MEL\ISIC_0034006_label-MEL_strategy-random_strength-0.45_gs-5.0_aug-004.png,,,,
ISIC_0027482,NV,1,random,0.45,5.0,100,0,100190,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\NV\ISIC_0027482_label-NV_strategy-random_strength-0.45_gs-5.0_aug-000.png,,,,
ISIC_0027482,NV,1,random,0.45,5.0,100,1,101190,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\NV\ISIC_0027482_label-NV_strategy-random_strength-0.45_gs-5.0_aug-001.png,,,,
ISIC_0027482,NV,1,random,0.45,5.0,100,2,102190,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\NV\ISIC_0027482_label-NV_strategy-random_strength-0.45_gs-5.0_aug-002.png,,,,
ISIC_0027482,NV,1,random,0.45,5.0,100,3,103190,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\NV\ISIC_0027482_label-NV_strategy-random_strength-0.45_gs-5.0_aug-003.png,,,,
ISIC_0027482,NV,1,random,0.45,5.0,100,4,104190,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\NV\ISIC_0027482_label-NV_strategy-random_strength-0.45_gs-5.0_aug-004.png,,,,
ISIC_0029619,NV,1,random,0.45,5.0,100,0,100896,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\NV\ISIC_0029619_label-NV_strategy-random_strength-0.45_gs-5.0_aug-000.png,,,,
ISIC_0029619,NV,1,random,0.45,5.0,100,1,101896,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\NV\ISIC_0029619_label-NV_strategy-random_strength-0.45_gs-5.0_aug-001.png,,,,
ISIC_0029619,NV,1,random,0.45,5.0,100,2,102896,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\NV\ISIC_0029619_label-NV_strategy-random_strength-0.45_gs-5.0_aug-002.png,,,,
ISIC_0029619,NV,1,random,0.45,5.0,100,3,103896,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\NV\ISIC_0029619_label-NV_strategy-random_strength-0.45_gs-5.0_aug-003.png,,,,
ISIC_0029619,NV,1,random,0.45,5.0,100,4,104896,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\NV\ISIC_0029619_label-NV_strategy-random_strength-0.45_gs-5.0_aug-004.png,,,,
ISIC_0034108,NV,1,random,0.45,5.0,100,0,100121,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\NV\ISIC_0034108_label-NV_strategy-random_strength-0.45_gs-5.0_aug-000.png,,,,
ISIC_0034108,NV,1,random,0.45,5.0,100,1,101121,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\NV\ISIC_0034108_label-NV_strategy-random_strength-0.45_gs-5.0_aug-001.png,,,,
ISIC_0034108,NV,1,random,0.45,5.0,100,2,102121,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\NV\ISIC_0034108_label-NV_strategy-random_strength-0.45_gs-5.0_aug-002.png,,,,
ISIC_0034108,NV,1,random,0.45,5.0,100,3,103121,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\NV\ISIC_0034108_label-NV_strategy-random_strength-0.45_gs-5.0_aug-003.png,,,,
ISIC_0034108,NV,1,random,0.45,5.0,100,4,104121,experiments\260526-2040_res256_sd_lora_uncond_all_seed42\sampling_img2img\random\NV\ISIC_0034108_label-NV_strategy-random_strength-0.45_gs-5.0_aug-004.png,,,,
