output_path,true_label_name,nearest_wrong_class_name,plain_prompt,suffixed_prompt,source_a_image_path,source_b_image_path,source_a_sample_id,source_b_sample_id,source_a_margin,source_b_margin,circle_lambda,theta,seed,num_inference_steps,guidance_scale,split_ratio,batch_size,latent_noise_std
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0022.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0029500.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0030191.jpg,ISIC_0029500,ISIC_0030191,0.2070955038070678,0.0600736141204834,1.7181225552917871,1.5700427293777466,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0023.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0024517.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0029371.jpg,ISIC_0024517,ISIC_0029371,-0.0374742150306701,-0.0456832647323608,2.0869450241049536,1.577172875404358,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0024.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0025319.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0024517.jpg,ISIC_0025319,ISIC_0024517,0.0815405249595642,-0.0374742150306701,1.0564989731706675,1.5638078451156616,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0025.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0026981.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0031119.jpg,ISIC_0026981,ISIC_0031119,0.0609974265098571,0.1431421637535095,3.8370625517886765,1.5966441631317139,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0026.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0030785.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0024925.jpg,ISIC_0030785,ISIC_0024925,0.019788920879364,-0.1204268932342529,2.5298502701751433,1.5585527420043945,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0027.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0026178.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0032356.jpg,ISIC_0026178,ISIC_0032356,0.1864398717880249,0.123156726360321,1.9370750602034057,1.609326958656311,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0028.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0029860.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0025247.jpg,ISIC_0029860,ISIC_0025247,0.139904499053955,-0.0299782752990722,2.061500397682157,1.5567967891693115,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0029.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0025319.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0029371.jpg,ISIC_0025319,ISIC_0029371,0.0815405249595642,-0.0456832647323608,0.2228365101141652,1.5631828308105469,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0030.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0030344.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0026327.jpg,ISIC_0030344,ISIC_0026327,0.1411114931106567,0.0399073958396911,3.5467090901930285,1.5224019289016724,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0031.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0026100.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0024468.jpg,ISIC_0026100,ISIC_0024468,0.1488124132156372,0.1467359066009521,0.6651571076456814,1.5763895511627197,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0032.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0029567.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0024771.jpg,ISIC_0029567,ISIC_0024771,0.0811739563941955,0.1413256525993347,0.6309752715136758,1.5664762258529663,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0033.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0029362.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0030591.jpg,ISIC_0029362,ISIC_0030591,-0.0072032213211059,0.1811317205429077,3.0798084869552165,1.5776854753494263,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0034.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0024710.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0024925.jpg,ISIC_0024710,ISIC_0024925,-0.1000921726226806,-0.1204268932342529,3.600577022656329,1.5605427026748657,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0035.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0030158.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0027294.jpg,ISIC_0030158,ISIC_0027294,0.1506812572479248,0.0116270780563354,2.784911414319054,1.520918607711792,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0036.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0026765.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0026327.jpg,ISIC_0026765,ISIC_0026327,0.2073043584823608,0.0399073958396911,0.465365239670234,1.5571906566619873,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0037.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0029371.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0027294.jpg,ISIC_0029371,ISIC_0027294,-0.0456832647323608,0.0116270780563354,2.973279665144377,1.5654288530349731,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0038.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0024517.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0025319.jpg,ISIC_0024517,ISIC_0025319,-0.0374742150306701,0.0815405249595642,0.010319937590337613,1.5638078451156616,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0039.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0029043.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0032356.jpg,ISIC_0029043,ISIC_0032356,0.0253339409828186,0.123156726360321,3.469495140450911,1.5550683736801147,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0040.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0026100.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0029567.jpg,ISIC_0026100,ISIC_0029567,0.1488124132156372,0.0811739563941955,0.05048059822911007,1.5294636487960815,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0041.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0026132.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0029567.jpg,ISIC_0026132,ISIC_0029567,-0.0213268995285034,0.0811739563941955,0.18347094569789318,1.5746933221817017,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0042.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0026981.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0026927.jpg,ISIC_0026981,ISIC_0026927,0.0609974265098571,0.0063186883926391,1.4458462011686921,1.5817254781723022,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0043.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0030158.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0029043.jpg,ISIC_0030158,ISIC_0029043,0.1506812572479248,0.0253339409828186,3.7323272850044127,1.5491551160812378,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0044.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0029462.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0032014.jpg,ISIC_0029462,ISIC_0032014,0.1659523248672485,0.1522223949432373,0.71049569200267,1.5826200246810913,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0045.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0030825.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0024710.jpg,ISIC_0030825,ISIC_0024710,0.1497039198875427,-0.1000921726226806,3.7724301560798654,1.5995014905929565,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0046.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0031119.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0026100.jpg,ISIC_0031119,ISIC_0026100,0.1431421637535095,0.1488124132156372,0.14140649395727098,1.5713273286819458,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0047.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0026132.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0029860.jpg,ISIC_0026132,ISIC_0029860,-0.0213268995285034,0.139904499053955,3.261805068476998,1.5470340251922607,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0048.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0026178.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0033869.jpg,ISIC_0026178,ISIC_0033869,0.1864398717880249,0.0143100619316101,2.894610582531824,1.5498889684677124,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BCC_0049.png,AKIEC,BCC,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0026132.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0032356.jpg,ISIC_0026132,ISIC_0032356,-0.0213268995285034,0.123156726360321,2.5733726080286843,1.6009750366210938,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BKL_0000.png,AKIEC,BKL,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0029549.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0025831.jpg,ISIC_0029549,ISIC_0025831,0.0713007450103759,0.0390840172767639,0.9013606844528044,1.5650464296340942,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BKL_0001.png,AKIEC,BKL,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0027829.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0033151.jpg,ISIC_0027829,ISIC_0033151,0.1515987515449524,0.1745763421058654,0.9987839212435237,1.5617828369140625,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BKL_0002.png,AKIEC,BKL,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0025605.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0031421.jpg,ISIC_0025605,ISIC_0031421,0.1126009821891784,0.0170081853866577,3.6629374893826054,1.5710028409957886,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BKL_0003.png,AKIEC,BKL,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0025029.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0033550.jpg,ISIC_0025029,ISIC_0033550,0.173271358013153,0.0520735383033752,1.2648769948080612,1.5892547369003296,42,100,5.0,0.3,32,0.0
experiments\sd_lora_ici_outputs\AKIEC\AKIEC_near_BKL_0004.png,AKIEC,BKL,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,a dermoscopic image of actinic keratosis or intraepithelial carcinoma,dataset\ISIC2018_Task3_Training_Input\ISIC_0031431.jpg,dataset\ISIC2018_Task3_Training_Input\ISIC_0029141.jpg,ISIC_0031431,ISIC_0029141,0.1976091265678405,-0.1673445701599121,3.3546389659534106,1.5470792055130005,42,100,5.0,0.3,32,0.0
